category_codes,category_codes_des,block_codes,block_codes_des,chapter_codes,chapter_codes_des
E018,Activities involving playing musical instrument,E001-E030,Activity,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E019,Activities involving animal care,E001-E030,Activity,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E029,Other activity,E001-E030,Activity,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E030,Unspecified activity,E001-E030,Activity,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E800,Railway accident involving collision with rolling stock,E800-E807,Railway Accidents,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E801,Railway accident involving collision with other object,E800-E807,Railway Accidents,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E802,Railway accident involving derailment without antecedent collision,E800-E807,Railway Accidents,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E803,Railway accident involving explosion fire or burning,E800-E807,Railway Accidents,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E804,Fall in on or from railway train,E800-E807,Railway Accidents,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E805,Hit by rolling stock,E800-E807,Railway Accidents,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E806,Other specified railway accident,E800-E807,Railway Accidents,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E807,Railway accident of unspecified nature,E800-E807,Railway Accidents,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E810,Motor vehicle traffic accident involving collision with train,E810-E819,Motor Vehicle Traffic Accidents,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E811,Motor vehicle traffic accident involving re-entrant collision with another motor vehicle,E810-E819,Motor Vehicle Traffic Accidents,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E812,Other motor vehicle traffic accident involving collision with motor vehicle,E810-E819,Motor Vehicle Traffic Accidents,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E813,Motor vehicle traffic accident involving collision with other vehicle,E810-E819,Motor Vehicle Traffic Accidents,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E814,Motor vehicle traffic accident involving collision with pedestrian,E810-E819,Motor Vehicle Traffic Accidents,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E815,Other motor vehicle traffic accident involving collision on the highway,E810-E819,Motor Vehicle Traffic Accidents,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E816,Motor vehicle traffic accident due to loss of control without collision on the highway,E810-E819,Motor Vehicle Traffic Accidents,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E817,Noncollision motor vehicle traffic accident while boarding or alighting,E810-E819,Motor Vehicle Traffic Accidents,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E818,Other noncollision motor vehicle traffic accident,E810-E819,Motor Vehicle Traffic Accidents,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E819,Motor vehicle traffic accident of unspecified nature,E810-E819,Motor Vehicle Traffic Accidents,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E820,Nontraffic accident involving motor-driven snow vehicle,E820-E825,Motor Vehicle Nontraffic Accidents,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E821,Nontraffic accident involving other off-road motor vehicle,E820-E825,Motor Vehicle Nontraffic Accidents,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E822,Other motor vehicle nontraffic accident involving collision with moving object,E820-E825,Motor Vehicle Nontraffic Accidents,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E823,Other motor vehicle nontraffic accident involving collision with stationary object,E820-E825,Motor Vehicle Nontraffic Accidents,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E824,Other motor vehicle nontraffic accident while boarding and alighting,E820-E825,Motor Vehicle Nontraffic Accidents,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E825,Other motor vehicle nontraffic accident of other and unspecified nature,E820-E825,Motor Vehicle Nontraffic Accidents,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E826,Pedal cycle accident,E826-E829,Other Road Vehicle Accidents,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E827,Animal-drawn vehicle accident,E826-E829,Other Road Vehicle Accidents,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E828,Accident involving animal being ridden,E826-E829,Other Road Vehicle Accidents,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E829,Other road vehicle accidents,E826-E829,Other Road Vehicle Accidents,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E830,Accident to watercraft causing submersion,E830-E838,Water Transport Accidents,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E831,Accident to watercraft causing other injury,E830-E838,Water Transport Accidents,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E832,Other accidental submersion or drowning in water transport accident,E830-E838,Water Transport Accidents,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E833,Fall on stairs or ladders in water transport,E830-E838,Water Transport Accidents,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E834,Other fall from one level to another in water transport,E830-E838,Water Transport Accidents,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E835,Other and unspecified fall in water transport,E830-E838,Water Transport Accidents,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E836,Machinery accident in water transport,E830-E838,Water Transport Accidents,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E837,Explosion fire or burning in watercraft,E830-E838,Water Transport Accidents,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E838,Other and unspecified water transport accident,E830-E838,Water Transport Accidents,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E840,Accident to powered aircraft at takeoff or landing,E840-E845,Air And Space Transport Accidents,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E841,Accident to powered aircraft other and unspecified,E840-E845,Air And Space Transport Accidents,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E842,Accident to unpowered aircraft,E840-E845,Air And Space Transport Accidents,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E843,Fall in on or from aircraft,E840-E845,Air And Space Transport Accidents,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E844,Other specified air transport accidents,E840-E845,Air And Space Transport Accidents,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E845,Accident involving spacecraft,E840-E845,Air And Space Transport Accidents,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E846,Accidents involving powered vehicles used solely within the buildings and premises of industrial or commercial establishment,E846-E849,"Vehicle Accidents, Not Elsewhere Classifiable",E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E847,Accidents involving cable cars not running on rails,E846-E849,"Vehicle Accidents, Not Elsewhere Classifiable",E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E848,"Accidents involving other vehicles, not elsewhere classifiable",E846-E849,"Vehicle Accidents, Not Elsewhere Classifiable",E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E849,Place of occurrence,E846-E849,"Vehicle Accidents, Not Elsewhere Classifiable",E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E850,Accidental poisoning by analgesics antipyretics and antirheumatics,E850-E858,"Accidental Poisoning By Drugs, Medicinal Substances, And Biologicals",E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E851,Accidental poisoning by barbiturates,E850-E858,"Accidental Poisoning By Drugs, Medicinal Substances, And Biologicals",E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E852,Accidental poisoning by other sedatives and hypnotics,E850-E858,"Accidental Poisoning By Drugs, Medicinal Substances, And Biologicals",E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E853,Accidental poisoning by tranquilizers,E850-E858,"Accidental Poisoning By Drugs, Medicinal Substances, And Biologicals",E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E854,Accidental poisoning by other psychotropic agents,E850-E858,"Accidental Poisoning By Drugs, Medicinal Substances, And Biologicals",E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E855,Accidental poisoning by other drugs acting on central and autonomic nervous system,E850-E858,"Accidental Poisoning By Drugs, Medicinal Substances, And Biologicals",E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E856,Accidental poisoning by antibiotics,E850-E858,"Accidental Poisoning By Drugs, Medicinal Substances, And Biologicals",E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E857,Accidental poisoning by other anti-infectives,E850-E858,"Accidental Poisoning By Drugs, Medicinal Substances, And Biologicals",E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E858,Accidental poisoning by other drugs,E850-E858,"Accidental Poisoning By Drugs, Medicinal Substances, And Biologicals",E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E860,Accidental poisoning by alcohol not elsewhere classified,E860-E869,"Accidental Poisoning By Other Solid And Liquid Substances, Gases, And Vapors",E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E861,Accidental poisoning by cleansing and polishing agents disinfectants paints and varnishes,E860-E869,"Accidental Poisoning By Other Solid And Liquid Substances, Gases, And Vapors",E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E862,Accidental poisoning by petroleum products other solvents and their vapors not elsewhere classified,E860-E869,"Accidental Poisoning By Other Solid And Liquid Substances, Gases, And Vapors",E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E863,Accidental poisoning by agricultural and horticultural chemical and pharmaceutical preparations other than plant foods and fertilizers,E860-E869,"Accidental Poisoning By Other Solid And Liquid Substances, Gases, And Vapors",E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E864,Accidental poisoning by corrosives and caustics not elsewhere classified,E860-E869,"Accidental Poisoning By Other Solid And Liquid Substances, Gases, And Vapors",E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E865,Accidental poisoning from foodstuffs and poisonous plants,E860-E869,"Accidental Poisoning By Other Solid And Liquid Substances, Gases, And Vapors",E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E866,Accidental poisoning by other and unspecified solid and liquid substances,E860-E869,"Accidental Poisoning By Other Solid And Liquid Substances, Gases, And Vapors",E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E867,Accidental poisoning by gas distributed by pipeline,E860-E869,"Accidental Poisoning By Other Solid And Liquid Substances, Gases, And Vapors",E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
